session_id	item_id_seq	item_id
17378	22 1 0 156 2 5	21
17379	90 366 256	89
17380	303 12 13	495
17381	30 7 113 103 129 26 247	144
17382	182 319 124 306 115 47 78 277	394
17383	39 8 172 100 116 99	534
17384	2 3 1	0
17385	3 22 96 99 155 1 21 167	123
17386	131 71 121 438 281 123 6 96	278
17387	43 368 460	261
17388	418 6 142 22	124
17389	13 115 32	14
17390	114 270 98 13	24
17391	44 70 133 314	343
17392	89 2 172 6 155 5 46	117
17393	274 7 113 22 1 2 64	191
17394	37 274 30 39	43
17395	86 122 81 270 132 225 2 1 22 21 17 154 37 111 44 133 155 144 71 275 15 313 334	439
17396	1 115 21 22	0
17397	37 115 95	133
17398	130 156 1	60
17399	39 38 142 179	68
17400	1 5 2 22 32 284 46 128 528 64	290
17401	6 172 151 115 225	5
17402	22 21 12 44 131	19
17403	114 21 2 3 19 86	155
17404	1 2 21	46
17405	133 21 94 225 63 115 60 201	387
17406	113 46 2 7 151 6	56
17407	139 43 26 278 104 29 7 39	247
17408	114 225 172 12 110 5	2
17409	97 131 12	154
17410	30 114 283 13 172 263 97 363 2 43	26
17411	109 518 137	30
17412	59 30 270 154 1 13 274 108	25
17413	114 289 177 22 338	278
17414	7 71 55 86	313
17415	117 120 379	377
17416	52 16 26 104 144 29 137 118	338
17417	30 22 156 17 94 225 26 133	2
17418	1 32 130	4
17419	12 133 44	96
17420	7 136 66	43
17421	55 26 144	113
17422	7 225 37	115
17423	369 124 96	26
17424	30 120 6 96 252	27
17425	120 124 77	252
17426	270 6 249	46
17427	13 88 25	528
17428	209 114 100 155	359
17429	270 86 37	121
17430	1 21 172	2
17431	172 5 155	2
17432	1 16 363 185 228	293
17433	6 5 21	30
17434	16 447 89 6	55
17435	61 6 2	3
17436	88 70 185 164 96 55 228 138 26 93 270	568
17437	52 151 43 38 39 55 66 96	103
17438	97 1 0 2 3 5 70	12
17439	6 154 96 60 2 0	1
17440	320 64 1 0	2
17441	46 155 2	123
17442	123 95 29 113 43 161 137 144 77 1 103 142 100 120	126
17443	281 30 87 172	94
17444	123 80 22 2 5 3 46 1 0 8 129 130	4
17445	44 12 21 66 96 393 1	65
17446	163 452 165 285 390 407	314
17447	172 225 94 6 124 233	289
17448	49 72 447 274 281 38 125	133
17449	114 30 86 3 2	225
17450	37 12 1 46	265
17451	22 2 130	5
17452	4 156 2 8 7	17
17453	22 1 124 21 326	191
17454	129 274 1 32 88 70 130 12 154 44 127	106
17455	104 125 30	198
17456	46 22 93 80 115 106 121 2 428 190	275
17457	1 61 5	21
17458	29 118 111 109 30	96
17459	161 1 22 111 136 103 104 4 442 131 400 174 14 173 237 544 274 79 191 17 126 407 522 337 162 62 364 167 19 401 105 439	338
17460	2 21 110	5
17461	52 2 1 21 5 225	61
17462	367 97 130 6 22 269 173 44	127
17463	22 21 111	94
17464	385 143 13 21 314	320
17465	1 2 0 17	129
17466	96 6 161 442 39 178 177	148
17467	96 236 104 7 66 277 12 46 30 120 629 339	294
17468	21 2 450 228 253 111 439	185
17469	313 115 29 116 277 12 131 74	70
17470	12 13 264	130
17471	154 44 12 13	25
17472	30 22 147	623
17473	66 59 6	182
17474	5 320 0 1 64	19
17475	90 22 97 70 55 23 130 366	13
17476	82 16 39 29 77 30 52 96 6 136 122 176	266
17477	239 89 26 43	144
17478	12 2 1 21 3	5
17479	130 129 154 106 32 303	97
17480	227 96 39	88
17481	79 411 158 461 418 22 32	318
17482	118 6 30 233 43	2
17483	39 38 43	1
17484	1 72 100 46 30	7
17485	12 13 121	74
17486	114 22 225 265 109 239 113	136
17487	182 123 71 82 95 113 104	6
17488	26 99 49 115 16 39 80 185 81 96 90	88
17489	2 20 21 0 293 155 19	1
17490	80 2 3 247 6 22 95 21	155
17491	357 135 150 158	136
17492	2 3 5 198	61
17493	5 19 46 21 2	3
17494	340 341 584	458
17495	262 400 343	173
17496	172 5 46 2 3 71 66 11 142 6	21
17497	86 4 1	434
17498	96 30 120	198
17499	142 171 130 32	97
17500	171 6 96 66 133 299	91
17501	12 96 133 126	197
17502	123 312 142	356
17503	26 111 162	144
17504	75 323 96	13
17505	198 124 77	346
17506	2 5 65 329 155 298	303
17507	66 236 132	59
17508	23 2 87	12
17509	1 0 67	393
17510	22 172 13 1 5 17 21 97 23 2 72 298	116
17511	131 2 5 336	288
17512	102 59 389	242
17513	226 6 7	130
17514	6 151 142 22 30 113 198 124 215 96 143	136
17515	240 104 30	29
17516	10 133 6	128
17517	5 21 6	0
17518	130 4 26 299 113 102 219 109 103 162 232 136 150 472 158 173 598 119 554	606
17519	22 2 5 46 1 3 20	19
17520	1 23 21 25	12
17521	6 2 86	226
17522	6 27 584	285
17523	404 6 226	310
17524	66 104 52 386 233 59 144 124 185 139 206 120 77 103 29 340 122 446 134 128 81 309 534 30 70 252 55 78 39	204
17525	12 44 14	128
17526	22 6 130 1	13
17527	120 43 6	66
17528	227 12 130 25	288
17529	70 27 5 2 154 64 14 6	1
17530	1 25 6 429 71 162	155
17531	32 39 113	52
17532	142 22 21	46
17533	265 114 240	24
17534	2 3 1	0
17535	425 11 103 52	135
17536	52 121 118 234 6 124 262 21 1 30 66	340
17537	6 96 16	122
17538	46 123 3 2 111 274	5
17539	185 274 192 575 56 57 3 21 38 273 64 224 220	217
17540	1 22 155	120
17541	1 0 64	12
17542	38 39 43 460 261 40	557
17543	118 104 136	13
17544	195 6 44 97 637 138 456 584 62	272
17545	46 2 3	5
17546	21 99 24 104 37	7
17547	4 130 129	59
17548	270 37 104 136	120
17549	1 90 256 23 32	70
17550	282 16 100	11
17551	70 148 62 267 142	273
17552	283 81 122	118
17553	123 225 310 239 15 101 59 274 185 24 130 502 26 104	226
17554	43 142 104 9 130 232 6 442 66 241 59 308	567
17555	32 93 1 16 185 134 37 162 96 66 197 158 260 338	332
17556	2 0 1 20	22
17557	30 7 66 71	55
17558	163 522 177	373
17559	104 52 80 30	137
17560	2 3 110	225
17561	6 140 27	151
17562	2 3 20 1 22	172
17563	16 24 130 4 129 156	135
17564	144 142 6	96
17565	70 23 270	22
17566	487 310 91 404	470
17567	32 236 15 363	6
17568	12 44 128	2
17569	93 123 81 526	356
17570	103 80 274 52 209 172 93 99 2 6 59 30 134 1 240 55 104 233 234 100 188 89 96 534 155 46 158	491
17571	71 197 2	552
17572	270 239 88 263 59 97	5
17573	77 6 120 66 144 103 122 143 252 198 188 233 124 80 281 1 142 118 441 346 357	86
17574	22 225 209	298
17575	5 130 59	136
17576	21 46 2 151 22 329 439 94	172
17577	233 234 86	274
17578	21 2 6 96 22 5 66 7	71
17579	21 5 2	1
17580	43 144 233 234 124 120 77 122 113 472	219
17581	48 120 201 115 37	260
17582	104 240 79 462	6
17583	97 70 12	44
17584	22 121 104 284 389 240 239	181
17585	30 114 283	124
17586	154 116 44 131 1 12 2	3
17587	30 281 124 113 22	26
17588	5 2 293 46	155
17589	66 136 134 43 240	96
17590	7 114 87 21 80 20 46 155	19
17591	1 6 55 162	176
17592	270 88 324 15 2 12	171
17593	6 32 227	1
17594	172 21 19 20 0 1 115 154 48 8 116	303
17595	2 20 1 5 6	3
17596	21 5 2 3 1 136 6	96
17597	2 3 22	5
17598	5 172 284	46
17599	77 125 82 176 274 198 171 185	49
17600	21 70 63	64
17601	30 17 435	29
17602	270 4 1 21 12 19 20 116 44 275 336	65
17603	13 5 2 136 61 3 1	248
17604	44 131 12	116
17605	5 303 27	261
17606	96 130 106	3
17607	94 67 225	201
17608	136 96 113	7
17609	2 22 115 8	5
17610	274 171 185 136 133 618 333	539
17611	71 21 82	383
17612	12 21 5 298	201
17613	310 91 404 21 32 226 270 13	130
17614	60 134 94	247
17615	114 104 102 98 278	238
17616	130 129 90 256 88 4 75	7
17617	256 270 9 12 132 145	1
17618	0 1 121 2 20 336	104
17619	371 551 164	561
17620	129 21 30 151	158
17621	26 96 97 70	155
17622	130 38 129 30	4
17623	120 6 188 118	29
17624	129 130 1	0
17625	143 7 164	561
17626	32 97 131 123	25
17627	2 66 12 44 30 198 192 171	25
17628	135 204 180	148
17629	70 12 6 154	39
17630	39 29 20 38	179
17631	30 7 52 265 240	198
17632	121 191 573	294
17633	1 0 46 61	5
17634	17 3 2 4 62 390	173
17635	210 144 180	422
17636	172 1 5 60 2 46	249
17637	6 1 97	88
17638	270 4 22 2 3 1 94 0 198 118	104
17639	6 27 157 316 35 490	429
17640	37 39 43 261	460
17641	133 118 181	4
17642	265 77 132 116 4	108
17643	2 1 3	0
17644	52 257 22 8	284
17645	2 46 11	110
17646	5 46 2 3 0 225 115 4	130
17647	2 22 136	1
17648	130 23 30 1	142
17649	104 118 66 182	37
17650	96 39 163 72 522 274	126
17651	24 228 30 155 22 2 239 78 526 209 208	35
17652	507 14 528	44
17653	120 39 5 168 97	136
17654	3 6 21 225 60 94 197 30 27 142 140	124
17655	1 2 5	22
17656	5 129 380	23
17657	29 43 162	55
17658	82 39 124 480	143
17659	270 236 114 133 81 1	5
17660	2 3 12 70 343	69
17661	265 270 4 97 86 324 231 114	1
17662	70 6 256	22
17663	1 0 21	2
17664	61 5 2	3
17665	172 5 2 46 61 154 132 45 115 72 106 116 103 163 161 113 239 136 388 38 134	311
17666	172 136 3 96	30
17667	13 12 32 99 354 229	5
17668	564 159 29 93 245 263 569 607 71 120 167	4
17669	22 1 2	5
17670	6 5 2	24
17671	113 1 0 6 66	5
17672	5 249 2	3
17673	136 104 30 237 135 158	210
17674	87 256 90 23 70 154 132 97 12	86
17675	283 209 203 281	208
17676	12 156 4	111
17677	5 46 19 1 20 21 12 106 2	44
17678	2 225 172 1 6	228
17679	77 80 81 181	55
17680	1 19 320 0	318
17681	1 0 3 21	2
17682	96 99 198 59 155 434	264
17683	59 182 155 46	136
17684	123 195 81 46 136 11 135 158 418	79
17685	133 5 172 109 94 121 249	236
17686	130 185 6 70 88	97
17687	174 43 135	581
17688	52 55 99	137
17689	133 128 265 131 55 96 25 127 32 228 75 323 121	167
17690	39 43 6 38 96 368	262
17691	12 23 21 2 132 13	5
17692	172 2 284 1 46	8
17693	98 225 114 24 3 2 5 19 94	278
17694	12 25 44 96 30 205	117
17695	17 298 5	22
17696	66 26 7 32 16 37 136 233 86	13
17697	32 157 392 1 70 90	97
17698	96 198 37 143	549
17699	44 12 6	1
17700	2 3 5 172 109	129
17701	137 43 93 99	89
17702	2 173 33 22 35	285
17703	7 32 264	1
17704	95 22 61 154	44
17705	88 195 13 121 9	236
17706	171 97 2 66 386 164	17
17707	30 71 6 233 142 118 292 176 143	125
17708	113 0 324 128	2
17709	172 7 225 93 136 111 30 43	104
17710	5 2 61 3 1	0
17711	1 2 3 22	0
17712	72 13 37 185 93	142
17713	491 338 538	1
17714	2 157 130 398	156
17715	12 5 172	2
17716	21 115 32 22	1
17717	80 89 96	274
17718	46 21 1 60	2
17719	81 22 103 171 161 133	522
17720	1 19 0 20 17	320
17721	2 22 5	4
17722	6 126 226	13
17723	2 274 66 30 6	225
17724	144 137 6	162
17725	121 270 236 271	71
17726	96 66 26	6
17727	130 113 136 12 11 133	10
17728	120 136 519 118 608 607 229 213	328
17729	90 97 70 71 129	171
17730	88 59 104 136 247	158
17731	30 340 5	61
17732	6 197 123	27
17733	88 70 37 363 270 263 9 13 179	39
17734	1 0 5	2
17735	162 168 274 163 93	100
17736	94 5 172	225
17737	116 155 60 284 225 2 64 248 303 321 329 330 249	1
17738	82 6 104 136 182 2 248 113 439 3 148	96
17739	296 136 120	292
17740	14 13 127	44
17741	43 1 0	155
17742	103 144 239 22 124	99
17743	66 68 224	21
17744	2 21 12	3
17745	2 1 5 270 132 8 3 172	197
17746	3 2 46 225 5 94 22 120 275 1 64 286	0
17747	5 21 172 61 13 106 60 109 225 111 127 481 25 66	296
17748	97 87 88 130	263
17749	87 70 23 97 256 90	364
17750	512 6 64 216 474	27
17751	13 12 25 131 1 74 44 4 155	172
17752	6 130 129 227 380	9
17753	6 131 44 30 7 124 82 161 104 125 59 155 102 71 144 86 232 187 158 55 418	442
17754	12 6 131 44	1
17755	77 93 82 86 103 39	346
17756	468 27 261 142 43 30 6 147	140
17757	128 21 367	94
17758	270 151 118	157
17759	115 19 447 55 37 470 209 16 311	97
17760	121 32 270	44
17761	144 188 6 71 103	30
17762	46 59 2 4 6 71 155 144 188 96	290
17763	6 96 274 121 93 285	271
17764	104 79 55	491
17765	21 97 70 256 12 44 131	2
17766	110 22 21 8 329 30	224
17767	32 52 121 264 195 299 59 72 231	232
17768	12 209 1	5
17769	224 21 109 37 153	112
17770	66 296 219	37
17771	133 88 13 171 60	97
17772	22 64 1	5
17773	22 2 3	1
17774	2 3 21 22 46 130 8 5 172 201	387
17775	2 3 5 30	29
17776	46 122 367	22
17777	1 5 0	2
17778	6 172 155	1
17779	103 100 21 274 55 30 121 182	172
17780	21 172 2 22 115 155 225 109 6 46 1 7 290 48 306 191 94	329
17781	5 19 1 21 37 6 61 224	27
17782	130 133 290 4 55 313 5 97 1 95 194 14 124 12 324 131 481 106 70 435 62 36 128 207 390	87
17783	91 310 55	30
17784	4 130 129 114 93 66 6 71 96 29 104 39	38
17785	2 96 367 22 104	5
17786	644 6 98 260	55
17787	4 5 1	21
17788	163 162 165 41 38 158 232 289 39	68
17789	99 66 93 6 143 81 161 103 11 534 142 96 185	418
17790	80 93 299 123 103 100 136 247 139	22
17791	89 240 96 136 55	66
17792	145 264 1	2
17793	1 70 97 127 12 44 154	131
17794	3 5 2	6
17795	359 330 123 518 341	40
17796	124 172 86 32 2 3 5 22 96	111
17797	227 96 90 1	256
17798	52 151 168	6
17799	5 2 130 138	23
17800	109 299 111 6 228 201 357 104 175 640 429 27	439
17801	96 104 123	136
17802	155 2 201	248
17803	0 2 1	46
17804	1 30 75 68	69
17805	100 96 1 134 285 21 308	137
17806	22 6 30 7 142 37 66	270
17807	22 14 97	44
17808	15 70 5 6	151
17809	355 16 30 43 29 39	26
17810	22 1 6	252
17811	2 281 21 61	1
17812	26 71 229	93
17813	131 121 6 27	142
17814	283 55 37	228
17815	209 37 96 162 59 312 39 197 142 274 160 161 413 144 193 72 16 173 148 216 42 474 338 6 151 668	526
17816	136 6 59 71 27 251	422
17817	264 154 13 544	303
17818	71 96 151 142	522
17819	209 71 22	162
17820	71 144 142	6
17821	270 118 30	120
17822	454 32 90 88 263	75
17823	118 38 99 144 120	113
17824	144 491 43 342	55
17825	4 2 21 154 3 1 5	172
17826	314 253 111	167
17827	5 46 2	1
17828	1 13 264	6
17829	324 133 5 2 1 128	154
17830	66 283 64 346 212 421 222	250
17831	14 12 380 6 36	107
17832	151 134 228 142	25
17833	113 30 120 37 238 136	181
17834	364 97 652 70 88 133 86 4 463	397
17835	32 86 13 142	21
17836	1 97 188 96	66
17837	133 6 97 17 2 21 167	1
17838	163 377 168 126	169
17839	652 463 24 43 38 41 452 68 179 33 34 245 573 69 296 397 173 261 365	205
17840	232 281 198 142 16 104	96
17841	172 1 121	130
17842	13 132 9 15 5 155 264	37
17843	239 7 46 2 171 229 43 38	5
17844	104 114 24	231
17845	114 121 2 99	29
17846	308 1 122	136
17847	114 86 46	22
17848	225 115 109 306	1
17849	313 93 141 24 114	237
17850	1 6 2	46
17851	22 103 248 79 78 137	285
17852	266 157 4 97	25
17853	22 6 32 232 1 66 313 104 9 88 11 15 264 265 145 97 352 59 159 370 234 233 469 353 294 296 398 130 289 288 362 319 554 81	242
17854	65 106 1 21 61 249 0 2 5 433 224	8
17855	12 88 133 2 270 363 263 354 96 17 274	185
17856	98 101 146 488	473
17857	1 6 2 393	8
17858	44 12 2 21	14
17859	121 6 21	195
17860	23 54 204	127
17861	22 115 5	2
17862	162 30 179 488 96 148 82 113 496 315 289 119 158	165
17863	137 96 89	120
17864	2 19 5	136
17865	114 265 1	116
17866	1 209 3 6 121 21 5 142 2	17
17867	113 163 285 165 372 72	274
17868	1 64 14	481
17869	104 1 2	22
17870	86 172 21 52 90	6
17871	96 59 145 104 100 30 124 121 37 137 118 71 120 162 103 122 52 66 151 185 181 197	144
17872	130 2 1 12 133 129	6
17873	22 2 46 3 5	94
17874	163 177 126 289 254 148 373	513
17875	30 113 43 29	39
17876	2 71 21 22 100 155	293
17877	46 2 22 43 39 38	4
17878	70 142 6 260	37
17879	132 265 46 367 21	343
17880	5 1 21 20 225 6 19	110
17881	5 98 114 131	66
17882	70 106 247 237 68	69
17883	502 206 310 226	413
17884	35 532 173 357	429
17885	233 21 1	546
17886	154 127 12	106
17887	32 6 59 376	316
17888	357 418 158 161	445
17889	124 282 195 32 99 104 6 198 187 55 79 27 159 130	398
17890	270 13 7 30	88
17891	114 231 21 247 6 37 257 92 487 84 91 413 22 151 336 197 274 27 201	48
17892	130 44 12 131	129
17893	270 32 298 1 57 22	19
17894	93 104 11 55	5
17895	93 97 128	1
17896	52 137 6	262
17897	22 12 128 17 44	1
17898	4 129 130 2 97	39
17899	68 69 27	18
17900	87 0 120 304 136 26	1
17901	233 124 285	165
17902	46 2 6	142
17903	171 11 151 22 284	4
17904	172 3 17 5	247
17905	0 1 142 115 46 5	6
17906	64 2 1 97 90	327
17907	22 172 454 249	329
17908	80 72 151 6 99	123
17909	6 30 27	405
17910	156 4 70 6	138
17911	285 441 103 126	96
17912	97 88 90	23
17913	2 5 293	29
17914	133 23 128	12
17915	5 2 154 23 128 12 131 121 236 44 363 75 271 382 1	573
17916	227 32 1	88
17917	114 239 463 113 86 30 89 16 228 29 144 6 71	155
17918	172 6 12	128
17919	1 43 6 96 124 22 59	144
17920	32 88 90 256	365
17921	77 122 71 43 284 30 55 155 340 165 497	180
17922	2 3 5	129
17923	82 43 368 77 39 40 68 42	69
17924	2 14 303 154 65 30	136
17925	22 2 0 3 46 298 137	57
17926	96 39 32	71
17927	5 60 164 116 61 46 290	63
17928	13 128 66	6
17929	59 96 6	215
17930	88 23 70 97 129	130
17931	281 72 82 234 219 3 354 366 470 32	90
17932	124 114 283 282 30 88 13 172 209 37 262 9	32
17933	21 2 3	95
17934	271 195 32 233	236
17935	270 2 22	111
17936	114 7 98 151 6	104
17937	22 152 438 2	3
17938	129 118 39 68 69 251 180	198
17939	131 25 86	87
17940	30 123 239 82 6 118 198 1 96 113 16 38 99 43 103 164 100 155 39	104
17941	66 155 442 161	197
17942	26 43 6 123	1
17943	270 30 118	124
17944	2 1 21 5 19	154
17945	2 1 5	46
17946	71 97 70 104 131 44	12
17947	61 454 154 116	570
17948	2 5 21	249
17949	270 121 130	1
17950	21 1 2	8
17951	22 44 12	5
17952	239 236 104	136
17953	2 3 156	61
17954	298 20 44	57
17955	133 265 95 115 132 17 109 21 270 247 29 30 299 293 339 1 124 111 275 26	48
17956	1 22 6 2 21 106 12 19 20 225	152
17957	22 71 274 10 5 32 55 30 133 6	70
17958	104 363 291 120	188
17959	77 103 144	239
17960	130 44 12	21
17961	114 270 172 22 2 3 46 5 0	19
17962	22 21 131 0	1
17963	346 651 196	253
17964	45 233 234 238 37 376 353	159
17965	7 1 0 2 12 46 19 172 44 130	298
17966	21 1 46 0 5	157
17967	26 2 130 237 234 136 357 5	174
17968	144 233 113 124 219 234 610 252	30
17969	37 66 52 6	220
17970	46 120 21	290
17971	82 363 145 114 426	573
17972	171 197 1 98 278 238 231 64 105 228	47
17973	22 464 95 192	500
17974	32 13 104 257	310
17975	130 9 88 15	366
17976	4 156 130 89 263 23 70 13	46
17977	266 316 32	1
17978	21 46 385 293 142 105	468
17979	38 39 43 41	261
17980	1 97 133 44	39
17981	5 2 385	293
17982	121 0 2 132 5 155	329
17983	231 1 7 156 4	274
17984	46 17 2 5	299
17985	136 124 113 96	239
17986	222 254 72 250	202
17987	1 0 19 20 66 2 46 5	249
17988	77 137 131 1 16 25 30	128
17989	86 231 2	387
17990	6 473 165 377 379	163
17991	96 508 155	338
17992	142 66 162 96	123
17993	6 142 357	429
17994	37 59 162	136
17995	91 132 263	226
17996	172 2 1 0 5 21 46 17 66 296	30
17997	2 5 110 225	133
17998	6 226 37 30 270 19	151
17999	104 6 15	55
18000	75 236 195 194 6 142 121 88	9
18001	130 171 118	173
18002	96 39 42 68	69
18003	158 237 136	79
18004	115 3 2 21 156 4	46
18005	155 21 2 1 46	5
18006	43 120 30 118 96 136 162 239 29 389 77	291
18007	148 1 64 488	119
18008	2 46 19 20 5 21	262
18009	17 156 2 4	97
18010	52 6 142 197	130
18011	2 1 5 3 0 61 19 8	60
18012	77 233 234 182 176 49 59 29	164
18013	225 2 116 1 247 7 60 270 133 132 111 17	64
18014	136 161 113 219 181 96 43 26 100 122 137 239 77 82 21 46 518 39 247 330 214 349 289 1 347	637
18015	121 114 1 115 132	231
18016	17 2 19 20 70 3 256 5 25 1 12	21
18017	274 232 550 42 212 178	204
18018	22 1 6 66 72 90 44 503 12	88
18019	103 82 80 172 22 9 60 46 21 104 99 2 96 274 161	102
18020	310 6 98	91
18021	274 6 52	32
18022	5 46 121 2 106	21
18023	97 32 90 96 70	256
18024	423 36 6	666
18025	97 70 113	130
18026	22 32 44 86	25
18027	182 81 340 233 234 6 142	257
18028	172 2 21 17 5 22 61 66 284	6
18029	172 19 20 46 130	129
18030	98 32 88 270 1 240	45
18031	1 0 2 3	5
18032	6 1 39 52 151	129
18033	66 13 6 464	7
18034	37 22 2 233 21	224
18035	154 2 1 44 3	13
18036	96 3 1 30 2 64 136 21 28 380 140 142 326	124
18037	12 21 74	30
18038	172 298 21 3 115	22
18039	32 131 44 97	382
18040	265 64 201 6	27
18041	2 0 97 22 70 3 21 12	127
18042	32 6 1	151
18043	88 1 22 133 10 44 12	96
18044	91 310 404 403	226
18045	6 96 2 3 1 27	142
18046	162 1 2 3 175 262	48
18047	94 46 43	173
18048	2 22 389 284	285
18049	96 6 119	425
18050	156 130 129 142 4 97 221 155 59 281 391 593 47	343
18051	32 37 86	115
18052	129 22 139 2	5
18053	1 64 0	45
18054	2 1 22 0	61
18055	4 2 1 0 21 32 132 9 12 64	111
18056	6 44 13	288
18057	225 298 115	275
18058	262 574 209	283
18059	122 82 239	59
18060	172 5 151 1 0	2
18061	6 158 46	394
18062	22 12 44 154 37	298
18063	172 22 197 152	27
18064	156 4 16 1 142 12 2 3 44 69	68
18065	72 163 55	126
18066	13 32 195 270 88 256 142	129
18067	2 3 21 298 19	225
18068	68 22 171	214
18069	1 71 44 0 2	3
18070	6 171 27 59 53	330
18071	73 354 55 71 274 66 72	96
18072	21 1 0 2 46 3 90 5 115	155
18073	262 363 77 6	2
18074	104 120 30 82	71
18075	2 21 130	366
18076	80 22 2	115
18077	2 6 95	22
18078	37 82 125	93
18079	0 1 21 19 86 136 386 414 2 620 155 66 329	225
18080	74 136 225 5 1 0 320	144
18081	172 225 5 2	61
18082	124 52 77 176 104 103	56
18083	12 226 385 2	128
18084	136 6 158	357
18085	97 88 15	32
18086	104 103 32 13 151 66 142 30 59 155 533	329
18087	225 172 46	1
18088	380 70 343 97	456
18089	30 6 168	26
18090	414 214 380	560
18091	32 13 25	44
18092	24 144 30 6 142 120 118 39 42	135
18093	104 22 101 206 102	389
18094	233 234 103 30	124
18095	7 22 454 106 21 5 2 12 25 46 17 249 44 13	225
18096	2 5 3	172
18097	1 0 2 44	13
18098	80 176 6	210
18099	151 116 265 123 44	131
18100	22 123 21	439
18101	7 96 66	6
18102	116 5 61 293 2	3
18103	5 2 3 21 225	155
18104	30 171 160 29 142	399
18105	1 2 336	8
18106	21 172 1 19	5
18107	17 66 19	293
18108	404 226 403	310
18109	1 38 32	97
18110	12 21 2 130 142 80 164 22 274	6
18111	1 118 2	3
18112	32 121 30 7 1 168 2 195 21 233 155 80	43
18113	148 147 215	210
18114	82 274 163 97 16 38	277
18115	22 239 55 171 118 73 113 136	534
18116	6 570 151 44 313 1 127 387 2 116	27
18117	6 2 12 142 46 21 5 155	1
18118	2 0 6 12 70 131 298 39 106 44 154 66 265	303
18119	5 3 2	46
18120	324 131 5	128
18121	103 26 274 136 43 30	117
18122	577 400 343	357
18123	21 2 22 109 225	60
18124	2 118 225	6
18125	3 2 1	0
18126	21 71 2 12	6
18127	570 286 157	4
18128	88 23 133 86	1
18129	270 2 6	296
18130	22 2 3 5 144	1
18131	66 72 30	6
18132	109 43 46 94	155
18133	23 88 324 97 233 234 133 130 72 113 32 70 126 151 428 6	4
18134	129 97 82 70 188 339	192
18135	22 118 385	2
18136	98 46 1 22 19 155	276
18137	132 1 30 383 294	35
18138	6 96 121	198
18139	19 20 1 5 0	2
18140	74 13 430	44
18141	5 46 115 2 19 4	61
18142	2 3 0 1	61
18143	142 6 155	21
18144	2 298 3	5
18145	74 108 172 60 61 434 5 401	592
18146	120 66 64 144 103	441
18147	162 104 22 447 274 281 73 76 16 308 93 115 57 97 45 72 240 37 30 29	99
18148	32 6 1 71	30
18149	2 3 1	70
18150	121 72 274	49
18151	66 30 242	11
18152	109 2 3 5 6 367 155 225	26
18153	22 26 6 71 100 99 103 134	311
18154	104 6 141 2 22 24 1 3 210	149
18155	96 6 1 142 24	98
18156	88 9 70 270 2 154 1 156 4 0 132 136 324	264
18157	164 30 6 43 77	29
18158	5 115 111 129 2 110 22	19
18159	77 195 30 154	29
18160	21 46 66 1 71 27	64
18161	155 46 104	6
18162	22 2 5 1 3	158
18163	12 4 32 22 37 2 5 128	1
18164	2 115 3 133 5 26 61 71 46 89 95 21 43 29 155 8 4 290 96 6 329 27	62
18165	32 239 52 21	1
18166	132 3 2 1 17 155	172
18167	22 2 17	19
18168	90 97 70	95
18169	135 7 27	581
18170	29 96 104 136 139	6
18171	6 386 151 172	27
18172	28 30 42 124 120 586	117
18173	15 32 233	234
18174	32 130 129 1 4 97 90 256 23 13	88
18175	7 52 226 6	142
18176	1 46 21 22 2 12 3	61
18177	32 88 96	155
18178	439 30 159 198 71 26 225 109	95
18179	4 22 157	225
18180	79 139 6 30 233 29 158 341 598	100
18181	270 97 171 88 263	70
18182	30 5 3	2
18183	172 283 110	1
18184	124 114 104 7 225 30 80 37 52 71 121 21 95	111
18185	172 226 232 155 126 158 136	177
18186	4 2 21 46	5
18187	114 133 22	10
18188	70 97 1 0	21
18189	1 96 124 142	148
18190	66 96 89 448	162
18191	2 1 298 19 385	116
18192	123 111 104	445
18193	133 5 96 162 2	111
18194	133 71 24 129	89
18195	130 90 256	97
18196	6 142 232 79	161
18197	96 137 1	89
18198	209 162 118 389	38
18199	75 323 343 294	314
18200	553 180 198	359
18201	44 131 12 227	32
18202	263 240 132 404 226 363 264 74 13 5 172 6 181 369 310 144 102 434 16 46 118 291 161 168 643 43 573 427 554 553	301
18203	21 5 2 3	61
18204	13 23 97 70 32 5 86 2 3 0 366 1 131 172 37 6 66	25
18205	130 132 4 281 2 3 37 22 26	94
18206	114 86 5 121 32 274 312 226 15 265 311 233 2 3 22 136 101 26 168 144 236 29 124 37 45 1 30 139 155 137 219 7 21 161	443
18207	37 515 250 603 72 222	96
18208	124 281 209 404 13 97	23
18209	46 2 155 8 518 330 167 329 20 439	94
18210	2 118 291 185 188	339
18211	270 80 74 247 54 187	418
18212	4 52 2 97 21 3 5 1 95 0 19 22 298 7 228 111 70 12 155	68
18213	39 368 40 43	37
18214	5 2 3 46 155	286
18215	171 501 130 6 1 197	205
18216	154 12 155 13 74 3 32 21 6	2
18217	88 145 70 23 13 44 263	573
18218	6 27 147 66	369
18219	129 97 130	310
18220	44 1 5 8 64	0
18221	22 77 133 324 1 2 21	63
18222	1 2 0 22	3
18223	22 80 71	29
18224	627 443 352 22 233 353 167	176
18225	2 270 310	23
18226	5 2 1	64
18227	23 133 70 12	256
18228	2 12 128 277	44
18229	25 12 55 30 6	142
18230	128 20 19 115	1
18231	30 6 136 164 285	144
18232	4 111 2 5 3	175
18233	281 162 137	6
18234	114 88 172 324 5 98 128 265 30 12 2 3 382 28	29
18235	96 2 63 148	14
